#,College Name,Course(s) Offered,District,Full Address,Contact,Website,State
138,Punjab College of Engineering and Technology,"B.Tech (CSE, ME, ECE)",Mohali,"Lalru Mandi, Mohali - 140501",01762-525478,www.pgc.edu.in,Punjab
139,Quest Infosys Foundation Group of Institutions,"B.Tech (CSE, ME, CE, ECE), MBA",Mohali,"Village Jhanjeri, Mohali - 140307",0162-5048000,www.questgoi.org,Punjab
140,Ram Devi Jindal Educational Charitable Society Group of Institutions,"B.Tech (CSE, ME, CE, ECE), MBA",Mohali,"Village Basoli, P.O Lalru, Tehsil Derabassi, Mohali - 140501",01762-525380,www.rdjgroup.in,Punjab
141,Rayat & Bahra College of Engineering & Bio-Technology for Women,"B.Tech (CSE, ECE)",Mohali,"Sahauran, Kharar, Mohali - 140104",0160-5009675,www.rayatbahra.com,Punjab
142,Rayat & Bahra College of Engineering & Nano-Technology for Women,"B.Tech (CSE, ECE)",Patiala,"V.P.O. Bohan, Tehsil & Distt. Hoshiarpur - 146104",01882-275500,www.rayatbahra.com,Punjab
143,Rayat Institute of Engineering & Information Technology,"B.Tech (CSE, ECE, EE, IT, ME), M.Tech",Ropar,"Railmajra, Near Ropar, Distt. SBS Nagar - 144533",01881-270500,www.rieit.ac.in,Punjab
144,Surya School of Engineering & Technology,"B.Tech (CSE, ME, CE, ECE)",Patiala,"Village Bapror, Tehsil Rajpura, Distt. Patiala - 140417",01762-666000,www.suryaworld.edu.in,Punjab
145,Swami Parmanand College of Engineering & Technology,"B.Tech (CSE, ECE, EE, ME, CE)",Mohali,"Village Jaulan Kalan, Lalru, Tehsil Derabassi, Distt. Mohali - 140501",01762-277120,www.spcet.org,Punjab
146,Swami Vivekanand Institute of Engineering & Technology,"B.Tech (CSE, ECE, ME, CE, EE), MBA",Patiala,"Chandigarh-Patiala Highway, Sector-8, Ramnagar, Banur, Patiala - 140601",01762-507000,www.sviet.ac.in,Punjab
147,Swami Vivekanand College of Pharmacy,MBA,Patiala,"Chandigarh-Patiala Highway, Sector-8, Ramnagar, Banur, Patiala - 140601",01762-507222,www.svcp.ac.in,Punjab
148,Universal Institute of Engineering & Technology,"B.Tech (CSE, ME, CE, ECE, Automation), MBA",Mohali,"Village Ballopur, Lalru, Mohali - 140501",01762-282424,www.ugi.ac.in,Punjab
149,Vidya Jyoti Educational Society,"B.Tech (CSE, ME, CE, ECE), MBA",Mohali,"VPO Gholumajra, Tehsil Derabassi, Distt. Mohali - 140508",01762-523000,www.vjes.org,Punjab
150,Aryabhatta Group of Institutes,"B.Tech (EE, ME, ECE, CSE), MBA",Barnala,"NH-71, Barnala-Bajakhana Road, Cheema-Jodhpur, Barnala - 148101",01679-288239,www.aryabhatta Barnala.com,Punjab
151,Golden College of Engineering & Technology,"B.Tech (CSE, ME, CE, ECE)",Gurdaspur,"Prem Nagar, Hardochhani Road, Gurdaspur - 143521",01874-220790,www.goldengroup.in,Punjab
152,Guru Ram Dass Institute of Engineering & Technology,"B.Tech (CSE, ME, ECE)",Bathinda,"Village Lehra Bega, Bahrambura Road, Bathinda - 151111",0164-2756256,www.grdiet.co.in,Punjab
153,KC College of Engineering & Information Technology,"B.Tech (CSE, ME, EE, CE)",SBS Nagar,"Karyam Road, Nawanshahr - 144514",01823-503836,www.kcinstitutes.com,Punjab
154,Kings College of Engineering for Women,"B.Tech (CSE, ECE)",Patiala,"Bhadson Road, Patiala - 147001",0175-3061223,www.kingsgroup.edu.in,Punjab
155,Ludhiana Group of Colleges,"B.Tech (CSE, ME, CE, ECE), MBA",Ludhiana,"Chowkimann, Village Mann, Ludhiana Ferozepur Highway, Ludhiana - 142023",01624-235001,www.lgc.edu.in,Punjab
156,Patiala College of Pharmacy,MBA,Patiala,"Village Hardaspur, Patiala - 147001",0175-2382016,Not Available (after search),Punjab
157,Punjab Institute of Engineering & Applied Research,"B.Tech (CSE, ME, ECE)",Mohali,"Village Malakpur, Lalru Mandi, SAS Nagar - 140501",01762-524000,www.pier.ac.in,Punjab
158,Shaheed Udham Singh Engineering College,"B.Tech (CSE, ECE, EE, ME, Biotechnology)",Mohali,"Tangori, Mohali - 140306",01762-306112,www.suscolleges.com,Punjab
159,Sri Sai College of Engineering & Technology,"B.Tech (CSE, ECE, ME, IT), MBA",Pathankot,"VPO Badhani, Pathankot - 145001",01870-250202,www.srisaigroup.in,Punjab
160,Sri Sukhmani Institute of Engineering & Technology,"B.Tech (CSE, ECE, ME, EE)",Mohali,"Dera Bassi, Mohali - 140507",01762-506445,www.ssiet.in,Punjab
161,Sukhjinder Technical Campus,"B.Tech (CSE, ME, CE, ECE)",Gurdaspur,"VPO Dunera, Tehsil Dhar Kalan, Pathankot - 145022",01870-258307,www.stcdunera.org,Punjab
162,Swami Vivekanand College of Engineering,"B.Tech (CSE, ME, CE, ECE)",Patiala,"Chandigarh-Patiala Highway, Sector-8, Ramnagar, Banur - 140601",01762-507222,www.sviet.ac.in,Punjab
163,Tawi Engineering College,"B.Tech (CSE, ME, CE, EE)",Pathankot,"Shahpur Kandi, Pathankot - 145029",01870-237041,www.tawiengg.in,Punjab
164,Aklia College of Engineering and Management Technology,"B.Tech (CSE, ME, CE)",Bathinda,"Village Aklia Kalan, Distt. Bathinda - 151201",0164-2262631,www.akliainstitute.org,Punjab
165,Aryabhatta College of Engineering & Technology,"B.Tech (CSE, ME, EE)",Barnala,"NH-71, Barnala-Bajakhana Road, Cheema-Jodhpur, Barnala - 148101",01679-288019,www.abetbarnala.com,Punjab
166,Baba Farid College of Management & Technology,MBA,Bathinda,"Muktsar Road, Deon, Bathinda - 151001",0164-2786041,www.bfcmt.com,Punjab
167,Baba Kundan College of Pharmacy,MBA,Ludhiana,"Rishi Nagar, Ludhiana - 141001",0161-2300057,www.bkspharmacy.com,Punjab
168,Bhaddal Institute of Engineering & Technology,"B.Tech (CSE, ECE, EE, ME, CE, Civil), MBA",Ropar,"Village Bhaddal, Post Office Mianpur, Distt. Ropar - 140108",01881-244777,www.ietbhaddal.edu.in,Punjab
169,Bharat Institute of Management Studies,MBA,Mansa,"Village Khera Khurad, Delhi Road, Sardulgarh, Mansa - 151507",01659-215001,www.bgc.edu.in,Punjab
170,Bhutta Group of Colleges,"B.Tech (CSE, ECE, ME, EE)",Ludhiana,"Bhutta, Ludhiana - 141206",0161-2853232,www.bhuttacollege.in,Punjab
171,College of Management and Technology,MBA,Patiala,"Shanti Nagar, Back Side Urban Estate Phase-II, Patiala - 147002",0175-2285474,www.cmtpatiala.org,Punjab
172,"Department of Business Management and Commerce, Guru Nanak Dev University",MBA,Amritsar,"Grand Trunk Road, Off, NH 1, Amritsar - 143005",0183-2258802,www.gndu.ac.in,Punjab
173,Desh Bhagat Institute of Management and Computer Sciences,MBA,Mandi Gobindgarh,"Amloh Road, Mandi Gobindgarh - 147301",01765-520510,www.deshbhagatinstitutes.com,Punjab
